baseStoryId,baseStoryTitle,contentWorld,contentLabel,sourceSensitivityTier,primaryValue,supportingValue,carryingWordSeed,ageBandCoverage,plannedExperienceCount,sourceSummary,parentSourceNote,authenticityRisk,ritualPotential,parentMirrorPotential,bedtimePotential,releasePhase,releasePriority,reviewStatus,notes
"BSI-0203","shiva parvati story seed 23","shiva_parvati","traditional_retelling","tier_2_traditional_retelling","truth","discipline","truth","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","later_phase","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0204","shiva parvati story seed 24","shiva_parvati","traditional_retelling","tier_2_traditional_retelling","patience","service","patience","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","high","medium","private_alpha","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0205","shiva parvati story seed 25","shiva_parvati","traditional_retelling","tier_2_traditional_retelling","gratitude","wisdom","gratitude","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","high","public_beta","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0206","devi shakti story seed 1","devi_shakti","traditional_retelling","tier_2_traditional_retelling","humility","calm","humility","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","paid_v1","P1","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0207","devi shakti story seed 2","devi_shakti","traditional_retelling","tier_2_traditional_retelling","devotion","friendship","devotion","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","long_term_moat","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0208","devi shakti story seed 3","devi_shakti","traditional_retelling","tier_2_traditional_retelling","friendship","gratitude","friendship","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","medium","private_beta","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0209","devi shakti story seed 4","devi_shakti","traditional_retelling","tier_2_traditional_retelling","generosity","focus","generosity","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","high","medium","paid_v1","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0210","devi shakti story seed 5","devi_shakti","traditional_retelling","tier_2_traditional_retelling","focus","respect","focus","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","high","long_term_moat","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0211","devi shakti story seed 6","devi_shakti","traditional_retelling","tier_2_traditional_retelling","forgiveness","calm","forgiveness","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","medium","private_beta","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0212","devi shakti story seed 7","devi_shakti","canonical_story","tier_1_canonical_sacred","discipline","friendship","discipline","ages_3_5|ages_6_8|ages_9_12","3","Conservative canonical episode framing for child-safe retelling; exact verse mapping requires reviewer confirmation.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","high","medium","medium","medium","paid_v1","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0213","devi shakti story seed 8","devi_shakti","traditional_retelling","tier_2_traditional_retelling","compassion","gratitude","compassion","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","high","medium","long_term_moat","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0214","devi shakti story seed 9","devi_shakti","traditional_retelling","tier_2_traditional_retelling","respect","focus","respect","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","medium","private_beta","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0215","devi shakti story seed 10","devi_shakti","traditional_retelling","tier_2_traditional_retelling","curiosity","respect","curiosity","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","high","paid_v1","P1","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0216","devi shakti story seed 11","devi_shakti","traditional_retelling","tier_2_traditional_retelling","responsibility","calm","responsibility","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","long_term_moat","P1","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0217","devi shakti story seed 12","devi_shakti","traditional_retelling","tier_2_traditional_retelling","calm","friendship","calm","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","high","medium","private_beta","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0218","devi shakti story seed 13","devi_shakti","traditional_retelling","tier_2_traditional_retelling","self-control","gratitude","self-control","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","paid_v1","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0219","devi shakti story seed 14","devi_shakti","canonical_story","tier_1_canonical_sacred","wisdom","focus","wisdom","ages_3_5|ages_6_8|ages_9_12","3","Conservative canonical episode framing for child-safe retelling; exact verse mapping requires reviewer confirmation.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","high","medium","medium","medium","long_term_moat","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0220","devi shakti story seed 15","devi_shakti","traditional_retelling","tier_2_traditional_retelling","service","respect","service","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","high","private_beta","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0221","devi shakti story seed 16","devi_shakti","traditional_retelling","tier_2_traditional_retelling","kindness","calm","kindness","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","high","medium","paid_v1","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0222","devi shakti story seed 17","devi_shakti","traditional_retelling","tier_2_traditional_retelling","courage","friendship","courage","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","long_term_moat","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0223","devi shakti story seed 18","devi_shakti","traditional_retelling","tier_2_traditional_retelling","truth","gratitude","truth","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","medium","private_beta","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0224","devi shakti story seed 19","devi_shakti","traditional_retelling","tier_2_traditional_retelling","patience","focus","patience","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","paid_v1","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0225","devi shakti story seed 20","devi_shakti","traditional_retelling","tier_2_traditional_retelling","gratitude","respect","gratitude","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","high","high","long_term_moat","P1","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0226","devi shakti story seed 21","devi_shakti","canonical_story","tier_1_canonical_sacred","humility","calm","humility","ages_3_5|ages_6_8|ages_9_12","3","Conservative canonical episode framing for child-safe retelling; exact verse mapping requires reviewer confirmation.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","high","high","medium","medium","private_beta","P1","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0227","devi shakti story seed 22","devi_shakti","traditional_retelling","tier_2_traditional_retelling","devotion","friendship","devotion","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","paid_v1","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0228","devi shakti story seed 23","devi_shakti","traditional_retelling","tier_2_traditional_retelling","friendship","gratitude","friendship","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","long_term_moat","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0229","devi shakti story seed 24","devi_shakti","traditional_retelling","tier_2_traditional_retelling","generosity","focus","generosity","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","high","medium","private_beta","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0230","devi shakti story seed 25","devi_shakti","traditional_retelling","tier_2_traditional_retelling","focus","respect","focus","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","high","paid_v1","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0231","saraswati story seed 1","saraswati","traditional_retelling","tier_2_traditional_retelling","forgiveness","humility","forgiveness","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","later_phase","P1","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0232","saraswati story seed 2","saraswati","traditional_retelling","tier_2_traditional_retelling","discipline","compassion","discipline","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","private_alpha","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0233","saraswati story seed 3","saraswati","traditional_retelling","tier_2_traditional_retelling","compassion","discipline","compassion","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","medium","public_beta","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0234","saraswati story seed 4","saraswati","traditional_retelling","tier_2_traditional_retelling","respect","service","respect","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","high","medium","later_phase","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0235","saraswati story seed 5","saraswati","traditional_retelling","tier_2_traditional_retelling","curiosity","wisdom","curiosity","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","high","private_alpha","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0236","saraswati story seed 6","saraswati","traditional_retelling","tier_2_traditional_retelling","responsibility","humility","responsibility","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","medium","public_beta","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0237","saraswati story seed 7","saraswati","canonical_story","tier_1_canonical_sacred","calm","compassion","calm","ages_3_5|ages_6_8|ages_9_12","3","Conservative canonical episode framing for child-safe retelling; exact verse mapping requires reviewer confirmation.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","high","medium","medium","medium","later_phase","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0238","saraswati story seed 8","saraswati","traditional_retelling","tier_2_traditional_retelling","self-control","discipline","self-control","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","high","medium","private_alpha","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0239","saraswati story seed 9","saraswati","traditional_retelling","tier_2_traditional_retelling","wisdom","service","wisdom","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","medium","public_beta","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0240","saraswati story seed 10","saraswati","traditional_retelling","tier_2_traditional_retelling","service","wisdom","service","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","high","later_phase","P1","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0241","saraswati story seed 11","saraswati","traditional_retelling","tier_2_traditional_retelling","kindness","humility","kindness","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","private_alpha","P1","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0242","saraswati story seed 12","saraswati","traditional_retelling","tier_2_traditional_retelling","courage","compassion","courage","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","high","medium","public_beta","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0243","saraswati story seed 13","saraswati","traditional_retelling","tier_2_traditional_retelling","truth","discipline","truth","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","later_phase","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0244","saraswati story seed 14","saraswati","canonical_story","tier_1_canonical_sacred","patience","service","patience","ages_3_5|ages_6_8|ages_9_12","3","Conservative canonical episode framing for child-safe retelling; exact verse mapping requires reviewer confirmation.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","high","medium","medium","medium","private_alpha","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0245","saraswati story seed 15","saraswati","traditional_retelling","tier_2_traditional_retelling","gratitude","wisdom","gratitude","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","high","public_beta","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0246","saraswati story seed 16","saraswati","traditional_retelling","tier_2_traditional_retelling","humility","humility","humility","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","high","medium","later_phase","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0247","saraswati story seed 17","saraswati","traditional_retelling","tier_2_traditional_retelling","devotion","compassion","devotion","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","private_alpha","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0248","saraswati story seed 18","saraswati","traditional_retelling","tier_2_traditional_retelling","friendship","discipline","friendship","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","medium","public_beta","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0249","saraswati story seed 19","saraswati","traditional_retelling","tier_2_traditional_retelling","generosity","service","generosity","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","later_phase","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0250","saraswati story seed 20","saraswati","traditional_retelling","tier_2_traditional_retelling","focus","wisdom","focus","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","high","high","private_alpha","P1","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0251","panchatantra niti story seed 1","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","forgiveness","humility","forgiveness","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","private_alpha","P1","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0252","panchatantra niti story seed 2","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","discipline","compassion","discipline","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","public_beta","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0253","panchatantra niti story seed 3","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","compassion","discipline","compassion","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","medium","later_phase","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0254","panchatantra niti story seed 4","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","respect","service","respect","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","high","medium","private_alpha","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0255","panchatantra niti story seed 5","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","curiosity","wisdom","curiosity","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","high","public_beta","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0256","panchatantra niti story seed 6","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","responsibility","humility","responsibility","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","medium","later_phase","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0257","panchatantra niti story seed 7","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","calm","compassion","calm","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","private_alpha","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0258","panchatantra niti story seed 8","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","self-control","discipline","self-control","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","high","medium","public_beta","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0259","panchatantra niti story seed 9","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","wisdom","service","wisdom","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","medium","later_phase","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0260","panchatantra niti story seed 10","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","service","wisdom","service","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","high","private_alpha","P1","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0261","panchatantra niti story seed 11","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","kindness","humility","kindness","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","public_beta","P1","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0262","panchatantra niti story seed 12","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","courage","compassion","courage","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","high","medium","later_phase","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0263","panchatantra niti story seed 13","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","truth","discipline","truth","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","private_alpha","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0264","panchatantra niti story seed 14","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","patience","service","patience","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","public_beta","P2","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0265","panchatantra niti story seed 15","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","gratitude","wisdom","gratitude","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","high","medium","high","later_phase","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0266","panchatantra niti story seed 16","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","humility","humility","humility","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","high","medium","private_alpha","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
"BSI-0267","panchatantra niti story seed 17","panchatantra_niti","traditional_retelling","tier_2_traditional_retelling","devotion","compassion","devotion","ages_3_5|ages_6_8|ages_9_12","3","Inspired by devotional storytelling tradition and common oral retelling patterns; final sourcing to be reviewed.","Parent note: traditional/canonical-inspired retelling reviewed for respectful tone; verify source note before wide release.","medium","medium","medium","medium","public_beta","P3","needs_source_review","Index-only base concept for Sprint 39; full story writing deferred."
